nodes,edges,components,largest_component_fraction,mean_curvature,curvature_variance,bottleneck_density,mean_edge_betweenness,max_edge_betweenness,mean_phenotype_drift,perturbation
5000,41797,1,1.0,-63.28698231930521,715.7026735670007,0.1076632294183793,8.528924181530406e-05,0.0006233351855460119,0.14889041650324186,0.0
5000,41785,1,1.0,-57.25116668661003,651.5577600963031,0.10120856766782338,9.004164791004545e-05,0.0023025405081016203,0.1482621435324638,0.1
5000,41762,1,1.0,-49.473444758392795,510.76440424876824,0.10957329629807001,9.446343851661167e-05,0.002316863372674535,0.14879124423145443,0.25
5000,41718,1,1.0,-39.25020374898126,248.78676766067727,0.10856225130639052,9.813935427268937e-05,0.0012846569313862773,0.1515239429908433,0.5
5000,41695,1,1.0,-33.283463244993406,81.02532073168061,0.10660750689531119,9.673525383415412e-05,0.0010498099619923984,0.15309431901623693,0.75
5000,41645,1,1.0,-31.277080081642453,32.7622469189081,0.10570296554208189,9.42003437306503e-05,0.0010874974994999,0.14938998498604875,1.0
